,text,spam
4528,"Subject: re : options model  jeff ,  i got 20 cents for the swith option per dth . my assumptions are as follows :  price curve assumption :  waha - - - if - waha  la plata pool and tw ( ignacio ) - - if - epso / sj  california border - - ngi - socal  correlation assumption :  waha - sj 95 %  socal - sj 90 %  see the attached spreadsheet for more info . call me for questions .  zimin  jeffery fawcett @ enron  10 / 11 / 2000 02 : 56 pm  to : zimin lu / hou / ect @ ect  cc :  subject : options model  zimin ,  we ' re trying to price out a "" live "" options deal . here are the parameters :  volume : 32 , 000 dth / d  term : jan . 1 , 2002 through oct . 31 , 2006 ( 58 mos . )  price : one part rate , $ 0 . 2175 / dth , plus applicable fuel  primary receipt / delivery points : ( east - to - east transport )  receipt : la plata pool ( use san juan , blanco price equivalent )  delivery : waha area  option :  alternate delivery pnt . : california border ( east - to - west transport )  price :  floor - $ 0 . 2175 / dth , plus 4 . 75 % pipeline fuel , plus 50 % of the difference  between the california border index  price and the san juan basin index price . specifically , we ' ll use :  ( socalgas large pkgs . minus tw ( ignacio , pts . south ) )  an important things to consider :  this option is only for alternate firm deliveries . alternate firm is really  just a glorified version of interruptible .  can you run the option model and tell me what is the dollar value of this  rather "" unpure "" option ?  i appreciate it . give me a call at 3 - 1521 if you have any questions . also ,  can you get us an answer by friday , 10 / 13 / 00 ? we ' re looking to get the  proposal out to the customer by the end of the week if possible . thanks .",0
4529,Subject: earth day - trash bash  i hardly know what to say ! ! ! what a great turnout from the research  department . we had 15 including spouses and children who worked check - in  and picked up trash . thanks so much . everyone from community relations was  blown away by the turnout we had from research . i heard very nice comments  about our effort and about the fact that vince came out and worked . thanks  again for all your support . i personally appreciated it and i know everyone  else from enron that was involved in this event appreciated it because i got  so many comments about our participation . i don ' t know what else to say but  that you are a great group . anita,0
4530,"Subject: hr deadlines and action items  please forward to all your direct reports  - - - - - - - - - - - - - - - - - - - - - - forwarded by norma villarreal / hou / ect on 11 / 16 / 2000  11 : 23 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  norma villarreal  11 / 16 / 2000 11 : 23 am  to : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect , vasant  shanbhogue / hou / ect @ ect , mike a roberts / hou / ect @ ect , pinnamaneni  krishnarao / hou / ect @ ect , maureen raymond / hou / ect @ ect  cc : sheila walton / hou / ect @ ect , shirley crenshaw / hou / ect @ ect  subject : hr deadlines and action items  pep system for feedback  action item  employees need to provide feedback on requested employees  supervisor ' s need to contact employee ' s requested reviewers ( via phone mail  or email ) who have not submitted feedback .  deadline for pep feedback : friday , november 17 , 2000 cst  open enrollment for 20001 benefit election  action item  employees who want change their benefit election need to go to  www . enron . benefitsnow . com or call 1 ( 800 ) 425 - 5864 . if you do not have your  2001 enrolment personal worksheet which contains your personal identification  number please contact benefits at 1 ( 800 ) 3327373 option 1 .  extended deadline : friday , november 17 , 2000 , 5 p . m . cst  bonus defferal election  action item  employees wishing to receive stock options and phantom stock in lieu of all  or a portion of the cash bonus received during 20001 can will need to access  ehronline . enron . com .  deadline : friday , december 8 , 2000 cst  please let me know if you have any questions .  norma villarreal  hr generalist  x 31545",0
4531,"Subject: spring 2001 conference participation by jeffrey k . skilling  rick / vince ,  good morning .  in my 9 / 14 e - mail , i advised you of the practitioner - industry cefer ( center  for energy finance education and research ) conference we are planning for  spring 2001 . as you know , we would like to invite jeff skilling to be the  keynote speaker at the thur . evening dinner . the following day ' s four  topics consist of risk management , deregulation , real options , and  international / globalization . the majority of invitees would be  ( predominantly u . s . - based ) energy - industry practitioners , as well as  several academics .  given lead time issues in these matters , we have reserved hotel rooms in  austin for feb . 22 , 2001 . could i ask you to ascertain jeff skilling ' s  availability for that evening ?  thanks ,  ehud ronn  ehud i . ronn  professor of finance and jack s . josey professor in energy studies  director , center for energy finance education and research  mccombs school of business  university of texas at austin  austin , tx . 78712 - 1179  voice : ( 512 ) 471 - 5853  fax : ( 512 ) 471 - 5073  internet : eronn @ mail . utexas . edu ",0
4532,"Subject: re : summer internship  jinbaek ,  the answer to the lst question is yes .  the project list is fine with me and is still valid . we are an organization  driven by the needs of our internal customers .  i shall froward your message to the person in ebs .  hopefully , we shall get a positive response .  vince  jinbaek kim on 03 / 15 / 2001 01 : 12 : 32 am  to : vince . j . kaminski @ enron . com  cc :  subject : summer internship  dr . kaminski ,  sorry for the late response ,  it took me some time to coordinate things .  finally , it ' s almost dont : - )  it turned out that from june to august  will be best for me for work at enron  ( say june . 4 to august . 4 )  but i still need to know several things from your side .  could you answer following questions ?  first :  is my suggested working period is ok with you ?  if so , let me know what to do for settlement  during the period .  second :  i got a list of work , i might be able to do for  dealbench team from ross and suresh .  i ' d like to know it is still a valid work list :  the list he sent is as following :  > 1 . write a paper in layman ' s terms that answers  > questions like the following :  > benefits of auctioning online for both buyers and  > sellers , particularly in reverse auctions  > explanation how multi - variable auctions are not  > as efficient as price - only auctions ( is this true ? )  > how many participants are recommended for a  > successful live auction  > what types of goods and services are best suited  > for live auctions versus sealed bid quotes  > opinions on lotting strategies  > trends in online private auctions  > 2 . identify appropriate recent auction research ( 3  > or 4 papers out of the 90 + you provided ) and obtain approvals from the  > authors to post on our site  > 3 . create a list / bibiliography of relevant auction  > literature ( with hyperlinks ? )  > 4 . would you be willing to offer auction consulting  > services to our customers ( if they are interested )  third :  there is an e - procurement forum at haas school of business ,  in may 22 . the chair of the forum is my advisor prof . arie segev .  a person from wells fargo bank will talk about wells fargo ' s role  in e - marketplace payment initiative ,  where enron broadband services is also one of key players  along with citibank .  he asked me whether you can contact a person at  enron broadband services , who ' s related to the initiative .  he wants to know whether we will have a speaker from enron  to see enron ' s perspective , in the forum .  here is a link to news related to the initiative ,  fourth :  my advisor wants to know whether  there could be any opportunity to do a case study ,  regarding enron ' s business .  he is interested in e - procurement and e - marketplaces .  business model and system architecture . . .  thanks for reading this long email .  i ' ll look forward to your answer . .  i am sorry for giving you so much burden  to answer those questions possibly not easy to answer .  warm regards ,  jinbaek  jinbaek kim  ph . d candidate  dept . of industrial engineering and operations research  u . c . berkeley  http : / / www . ieor . berkeley . edu / ~ jinbaek  go bears !  : "" ' . _ . . - - - . . _ . ' "" ; ` . . ' . ' ` .  : a a : _ _ . . . . . _  : _ . - 0 - . _ : - - - ' "" "" ' "" - . . . . - - ' "" ' .  : . ' : ` . : ` , ` .  ` . : ' - - ' - - ' : . ' ; ;  : ` . _ ` - ' _ . ' ; . '  ` . ' "" ' ;  ` . ' ;  ` . ` : ` ;  . ` . ; ; : ;  . ' ` - . ' ; : ; ` .  _ _ . ' . ' . ' : ; ` .  . ' _ _ . ' . ' ` - - . . _ _ _ . _ . ' ; ;  ` . . . . . . ' . ' ` ' "" "" ' ` . ' ; . . . . . . - '  ` . . . . . . . - ' ` . . . . . . . . '  on mon , 5 mar 2001 vince . j . kaminski @ enron . com wrote :  >  > jinbaek ,  >  > this is fine though you are welcome to spend more  > time with us this summer .  >  > vince  >  >  >  >  >  > jinbaek kim on 03 / 04 / 2001 03 : 45 : 40 pm  >  > to : vince . j . kaminski @ enron . com  > cc :  > subject : re : summer internship  >  >  > dr . kaminski ,  >  > thanks for your answer .  > before i tell you the time frame ,  > i ' ll need to talk with my advisor , first .  > because here is an on - going - project .  > i need to coordinate the schedule .  >  > i ' ll appreciate it if you understand my situation ,  > and give me some time ( less than a week , of course ) .  >  > for your reference ,  > probably  > the dates i ' d like to ask you will be  > from mid - may to mid - july ( 2 months )  >  > warm regards ,  > jinbaek  >  > - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  > jinbaek kim  > ph . d candidate  > dept . of industrial engineering and operations research  > u . c . berkeley  > http : / / www . ieor . berkeley . edu / ~ jinbaek  >  > go bears !  >  > : "" ' . _ . . - - - . . _ . ' "" ; ` . . ' . ' ` .  > : a a : _ _ . . . . . _  > : _ . - 0 - . _ : - - - ' "" "" ' "" - . . . . - - ' "" ' .  > : . ' : ` . : ` , ` .  > ` . : ' - - ' - - ' : . ' ; ;  > : ` . _ ` - ' _ . ' ; . '  > ` . ' "" ' ;  > ` . ' ;  > ` . ` : ` ;  > . ` . ; ; : ;  > . ' ` - . ' ; : ; ` .  > _ _ . ' . ' . ' : ; ` .  > . ' _ _ . ' . ' ` - - . . _ _ _ . _ . ' ; ;  > ` . . . . . . ' . ' ` ' "" "" ' ` . ' ; . . . . . . - '  > ` . . . . . . . - ' ` . . . . . . . . '  >  >  > on fri , 2 mar 2001 vince . j . kaminski @ enron . com wrote :  >  > >  > > jinbaek ,  > >  > > you can coordinate the details with me .  > > let me know what the time frame is for you  > > and we shall send you an appropriate offer .  > >  > > vince  > >  > >  > >  > >  > >  > > jinbaek kim on 03 / 02 / 2001 04 : 43 : 06 pm  > >  > > to : vince . j . kaminski @ enron . com  > > cc :  > > subject : re : summer internship  > >  > >  > > dr . kaminski ,  > >  > > thank you very much .  > > of course , i ' ll be happy to have an opportunity  > > to work at such a wonderful company .  > > i was contacting with surech raghavan at deal bench team ,  > > and was going to express my appreciation to you again  > > after settling down process with them .  > >  > > for the period of working ,  > > i still need to coordinate with my advisor and  > > may need to adjust according to that .  > > but anyway , i ' ll try to coordinate smoothly .  > >  > > please let me know whether i should keep contacting  > > with deal bench team ,  > > for working period and  > > for misc . living support such as finding a place , rent a car , etc .  > >  > > i appreciate you so much again ,  > > for arranging such meetings and giving me an opportunity .  > > all this opportunity will not be available to me ,  > > without your kind help .  > >  > > warm regards ,  > > jinbaek  > >  > > - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  > > jinbaek kim  > > ph . d candidate  > > dept . of industrial engineering and operations research  > > u . c . berkeley  > > http : / / www . ieor . berkeley . edu / ~ jinbaek  > >  > > go bears !  > >  > > : "" ' . _ . . - - - . . _ . ' "" ; ` . . ' . ' ` .  > > : a a : _ _ . . . . . _  > > : _ . - 0 - . _ : - - - ' "" "" ' "" - . . . . - - ' "" ' .  > > : . ' : ` . : ` , ` .  > > ` . : ' - - ' - - ' : . ' ; ;  > > : ` . _ ` - ' _ . ' ; . '  > > ` . ' "" ' ;  > > ` . ' ;  > > ` . ` : ` ;  > > . ` . ; ; : ;  > > . ' ` - . ' ; : ; ` .  > > _ _ . ' . ' . ' : ; ` .  > > . ' _ _ . ' . ' ` - - . . _ _ _ . _ . ' ; ;  > > ` . . . . . . ' . ' ` ' "" "" ' ` . ' ; . . . . . . - '  > > ` . . . . . . . - ' ` . . . . . . . . '  > >  > >  > > on fri , 2 mar 2001 vince . j . kaminski @ enron . com wrote :  > >  > > > hello ,  > > >  > > > sorry for a delay in getting back to you .  > > > we would like very much to offer you a summer internship .  > > >  > > > please , let me know if you are interested .  > > >  > > > vince kaminski  > > >  > > >  > >  > >  > >  > >  > >  > >  >  >  >  >  >  >",0
4533,Subject: congratulations ! ! !  vince :  congratulations on your promotion ! !  barbara,0
4534,"Subject: jacob feedback  vince ,  chonawee and tom halliburton had feedback about jacob to me .  tom ' s feedback is what he does for pros is actually too simple . their so - called  trading system is actually a scheduling system .  my impression is that jacob is good at selling himself , his knowledge  of finance and derivatives is very limited .  zimin  - - - - - - - - - - - - - - - - - - - - - - forwarded by zimin lu / hou / ect on 04 / 11 / 2001 03 : 31 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  chonawee supatgiat @ enron  03 / 21 / 2001 07 : 28 pm  to : zimin lu / hou / ect @ ect  cc : tom halliburton / corp / enron @ enron  subject : jacob feedback  i asked jacob two questions to check his basic knowledge . he answered correctly in the optimization question so i believe that he has a good foundation on his optimization skill . i have a doubt about his stochastic skill because he took only one course in stochastic processes and his previous models are simple deterministic models . if we had more interview time i would be able to check his stochastic and modeling skills .  he completely failed to answer the second question , which is to check his basic risk management skill . it is clear to me that he has a very weak background in finance and risk management . he does not understand the relationship between a discount rate and risk . he showed some weakness in annuity calculation .  in conclusion , i feel that he has good basic in optimization but a very weak background in finance . based on his experiences , i have a doubt on his advance optimization skills , such as his stochastic skill and his ability to attack a complex optimization problem . i would recommend a second - round interview if he will be solving a complex - optimization problem .  - chonawee",0
4535,"Subject: darden case study on "" the transformation of enron ""  shirley ,  please , provide this info .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 03 / 30 / 2000  02 : 33 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  enron north america corp .  from : sherri sera @ enron 03 / 30 / 2000 12 : 47 pm  to : lou l pai / hou / ees @ ees , gene humphrey / hou / ect @ ect , ken rice / enron  communications @ enron communications , andrew s fastow / hou / ect @ ect , vince j  kaminski / hou / ect @ ect  cc : karen owens / hou / ees @ ees , bert frazier / hou / ect @ ect , mercedes estrada / enron  communications @ enron communications , bridget maronge / hou / ect @ ect , mark  palmer / corp / enron @ enron , katherine brown / corp / enron @ enron , fabricio  soares / hou / ect @ ect  subject : darden case study on "" the transformation of enron ""  gentlemen ,  jeff has asked that each of you make time to meet with professors bruner and  bodily regardig the above referenced case ( i have attached a project overview  for your review ) .  they are scheduled to be in houston on tuesday , april 18 , to begin conducting  interviews ( some of which may be videotaped ) . please let me know your  availablility on that date .  thanks for your help , and please don ' t hesitate to call me ( x 3 - 5984 ) should  you need additional information . srs",0
4536,"Subject: meeting  tracy ,  confirming the meeting tomorrow , thursday , 1 : 30 p . m .  vince kaminski",0
4537,"Subject: re : telephone interview with the enron research group  hi ramaswamy :  thank you for responding so promptly . i have scheduled the telephone  interview for monday , march 19 th from 10 : 30 - 11 : 30 am ( central time ) .  please let me know if this is not convenient .  they will call you at ( 773 ) 324 - 5077 .  sincerely ,  shirley crenshaw  "" ramaswamy garimella "" on 03 / 05 / 2001  09 : 27 : 26 pm  to : shirley . crenshaw @ enron . com  cc : ramaswamy _ garimella @ hotmail . com  subject : re : telephone interview with the enron research group  hi shirley ,  thanks for providing me an opportunity to interview with enron research  group . i have final exams in the next week till march 15 . so , any date from  march 19 onwards will be convenient to me . my phone number is  ( 773 ) 324 - 5077 . any time after 10 a . m will be fine with me .  please let me know the date and time that will be convenient to vince  kaminski ' s group . thank you very much .  best regards ,  ramaswamy garimella .  - - - - original message follows - - - -  from : shirley . crenshaw @ enron . com  to : ramaswamy _ garimella @ hotmail . com  cc : vince . j . kaminski @ enron . com , stinson . gibner @ enron . com ,  vasant . shanbhogue @ enron . com , tanya . tamarchenko @ enron . com  subject : telephone interview with the enron research group  date : mon , 5 mar 2001 14 : 38 : 18 - 0600  mime - version : 1 . 0  received : from [ 192 . 152 . 140 . 9 ] by hotmail . com ( 3 . 2 ) with esmtp id  mhotmailbc 6 d 45780030 d 82197 daco 988 co 99 a 960 ; mon mar 05 12 : 43 : 36 2001  received : from mailman . enron . com ( mailman . enron . com [ 192 . 168 . 189 . 66 ] ) by  postmaster . enron . com ( 8 . 8 . 8 / 8 . 8 . 8 / postmaster - 1 . 00 ) with esmtp id uaal 0526 for  ; mon , 5 mar 2001 20 : 43 : 35 gmt  received : from nahou - msmswo 2 px . corp . enron . com ( [ 172 . 28 . 10 . 38 ] ) by  mailman . enron . com ( 8 . 10 . 1 / 8 . 10 . 1 / corp - 1 . 05 ) with esmtp id f 25 khzal 4665 for ;  mon , 5 mar 2001 14 : 43 : 35 - 0600 ( cst )  received : from ene - mtaol . enron . com ( unverified ) by  nahou - msmswo 2 px . corp . enron . com ( content technologies smtprs 4 . 1 . 5 ) with  esmtp id for ; mon , 5 mar 2001 14 : 43 : 41 - 0600",0
4538,"Subject: enron in india  mark ,  two points .  1 . you probably know about it already . abhay mehta , the author of "" power  play "" , is on a  tour of the united states . please , take a look at the information about a  meeting last sunday  at stanford university . the web site address is given below . my wife went to  the presentation and told me it was quite critical about enron . about 40  people attended .  2 . i was approached by john martin , a professor of finance at baylor , to  write jointly an  academic paper on enron for a financial journal . he wanted to work on an  article on ebs .  i have suggested a different topic : enron - case study of a company  reinventing itself .  i made a few points to john :  a . enron ' s evolution did not just happen by accident .  it was a result of implementation of a far - reaching  strategy developed by the management .  b . in the process of its evolution enron changed its environment . i came up  with a term  "" proactive evolution "" , as opposed to "" reactive evolution . ""  c . the strategy included many elements , including emphasis on the quality  of human resources , changing corporate attitudes to risk taking and employee  empowerment .  d . there are very few companies that match enron ' s experience and  accomplishemnts .  the paper could become a standard reading at the mba courses on corporate  strategy  and would help greatly our recruiting efforts .  writing the paper would require interviews with ken , jeff and a few other key  players .  let me know what you thing about it . john is really excited about this paper .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 10 / 09 / 2000  08 : 07 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  vkaminski @ aol . com on 10 / 07 / 2000 05 : 29 : 41 pm  to : vkamins @ enron . com  cc :  subject : enron  http : / / www . stanford . edu / group / sia /  stanford india association",0
4539,"Subject: re : european energy 2000  vince ,  i ' ve been invited to speak at the conference below in amsterdam in april .  this is along with the monte carlo conference a week later which stinson has  forwarded my name for . both are by eprm , and shouldn ' t take too much time to  prepare as will be on similar topics to the previous conference at which i  spoke . should i go to both , or start prioritising these events ?  ben  - - - - - - - - - - - - - - - - - - - - - - forwarded by benjamin parsons / lon / ect on 20 / 12 / 99  17 : 03 - - - - - - - - - - - - - - - - - - - - - - - - - - -  enron capital & trade resources corp .  from : "" angela adedeji ""  20 / 12 / 99 11 : 57  please respond to "" angela adedeji ""  to : benjamin parsons / lon / ect @ ect  cc :  subject : european energy 2000  dear ben  re : european energy 2000 , 3 & 4 april , amsterdam  it is with great pleasure that i enclose details of eprm ' s 3 rd annual  congress . i would like to invite you to become involved as a speaker on the  programme and / or on either of the two seminars on modelling power prices and  var .  the following sessions are currently available on the main programme :  - trouble shooting roundtables -  var  forward curve  electricity derivatives  heding  - developing and implementing enterprise wide risk management  - quantifying and minimising operational risk  unfortunately this project needs to be signed off before christmas . i would  therefore appreciate receiving a response from at your earliest convenience .  i hope we can work together on this event and i look forward to hearing from  you soon .  kind regards  angela adedeji  senior producer , energy conferences & courses  tel - 0171 484 9886  fax - 0171 484 9888  email - aadedeji @ risk . co . uk  - attl . htm  - fgrid . doc  - seminar . doc  - seminar 2 . doc",0
4540,"Subject: re : grades  mr . kaminsky ,  i still need grades for :  israni , rakhi  lu , feng  planck , jeffrey  so , winny  taylor , orlando  wankhade , sanjay  zhang , ning  i will be available by e - mail this evening or by phone ( 5 : 30 or so ) at  713 - 668 - 1704 . ? i just called the registrar ' s office and if i bring in the  grades by 8 : 30 tomorrow morning we will be fine . ? please advise .  thanks for your help . - pam  at 08 : 23 am 5 / 4 / 01 - 0500 , vince . j . kaminski @ enron . com wrote :  pam ,  the last group .  please , let me know if any name is missing .  ( embedded image moved to file : pic 25177 . pcx )  grade : a  thanks a lot . it was a pleasure working with you .  vince kaminski",0
4541,"Subject: organization announcement  given the growth in ees it has become apparent that it is time to consolidate  the risk functions between ees and ews . this will provide ees with the  systems , resources and risk expertise of the wholesale energy groups  necessary for it to continue to grow and take advantage of current market  opportunities .  with this in mind and in agreement with the management of ees , two new risk  groups inside enron americas will be formed to provide ees with pricing ,  structuring , retail and wholesale commodity risk management , logistics and  back - office services . these groups main function is to provide these  services to ees . we have asked rogers herndon , currently vice  president - trading in the eastern power group to manage this function in the  eastern interconnect ( this includes both gas and power ) . rogers will  continue to report to kevin presto . we have asked don black , formerly vice  president - ees risk management and sourcing , to manage this function in the  western u . s . don will manage this group from houston and will report to tim  belden .  these groups will work very closely with ees to pursue shared goals while  ensuring close coordination with the wholesale gas and power trading  organizations .  these changes are effective immediately . please congratulate rogers and don  on their new roles .  john lavorato & louise kitchen",0
4542,"Subject: alp presentation  this will be in eb 49 cl  - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 04 / 10 / 2001  08 : 22 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  vince j kaminski  04 / 10 / 2001 08 : 13 am  to : barrett @ rice . edu , uecker @ rice . edu , cmiller @ rice . edu , lounghrid @ rice . edu ,  luigical @ rice . edu  cc : vince j kaminski / hou / ect @ ect , christie patrick / hou / ect @ ect , shirley  crenshaw / hou / ect @ ect , kenneth parkhill / na / enron @ enron  subject : alp presentation  on behalf of enron corp . i would like to invite you to an alp project  presentation by a group of students  of jesse h . jones graduate school of management , rice university .  the students will present the results of a research project regarding  electronic trading  platforms in the energy industry .  the presentation will be held on may 7 , at 4 : 00 p . m . at enron , 1400 smith .  we would also like to invite you to dinner , following the presentation .  vince kaminski  vincent kaminski  managing director - research  enron corp .  1400 smith street  room ebl 962  houston , tx 77002 - 7361  phone : ( 713 ) 853 3848  ( 713 ) 410 5396 ( cell )  fax : ( 713 ) 646 2503  e - mail : vkamins @ enron . com",0
4543,"Subject: re : invitation to speak at power 2000  hi vince  that ' s great - delighted you ' ll be participating . i ' ve put you down as the  chairman for stream 1 , day 1 on 9 may 2000 .  by the way , is your job title still vp , head of research at enron north  america ? i need to know for the brochure .  if i don ' t speak to you before the new year , i wish you a very merry xmas  and a happy new millennium !  emma  - - - - - original message - - - - -  from : vince j kaminski  to : emma wolfin  cc : vince j kaminski  date : thursday , december 16 , 1999 9 : 02 am  subject : re : invitation to speak at power 2000  >  >  > emma ,  >  > mergers and acquisitions are not my cup of tea .  >  > chairing stream 1 on day 1 seems to be a better match .  >  > vince  >  >  >  >  >  > "" emma wolfin "" on 12 / 15 / 99 10 : 51 : 34 am  >  > to : vince j kaminski / hou / ect @ ect  > cc :  > subject : re : invitation to speak at power 2000  >  >  >  >  > hi vince  >  > thanks for getting back to me quickly ! as it happens , all of the sessions  > you suggested are already taken !  >  > so , would you be interested in chairing either stream 1 on day 1 of the  > conference - "" pricing and trading in the us power market "" or stream 3 on  > day 2 of the conference - "" latest developments in the us energy industry "" .  > for your information , the people presenting on day 1 in stream 1 include :  >  > - spyros maragos , dynegy on volatility  > - sanjeev khanna , pg & e on correlation  > - gary morsches , southern on optimising information to accurately price and  > trade electricity  > - blake johnson , stanford university on modelling power prices  > - craig pirrong , olin school of business , washington university on building  > the optimal forward curve  >  > on day 2 , stream 3 , there are only 3 talks in that stream , as after lunch  we  > will be breaking for plenary sessions and the industry briefing sessions  > too . but the people who will be speaking in that stream are :  >  > - venu nagali , stanford university on real options  > - ram challa , sithe energies ( he was formerly at bankers trust ) on  > generation assets  >  > i have the slot on mergers and acquisitions in stream 3 on day 2 as still  > available but i ' m not sure if that session is your area of speciality ? let  > me know .  >  > thanks vince and very much looking forward to working with you again .  >  > emma  >  >  > - - - - - original message - - - - -  > from : vince j kaminski  > to : emma wolfin  > cc : vince j kaminski  > date : wednesday , december 15 , 1999 11 : 36 am  > subject : re : invitation to speak at power 2000  >  >  > >  > >  > > emma ,  > >  > > it ' s your choice . i can chair the session of day 2 or speak on one of  these  > > topics .  > > please , let me know what works for you .  > >  > > possible presentations :  > >  > > evaluating the effectiveness of insurance as a risk management tool  > >  > > or  > >  > > applying real option theory to value power plants  > >  > > or  > >  > > overcoming the difficulties of accurately estimating volatility  > >  > >  > > vince  > >  > >  > >  > >  > >  > > "" emma wolfin "" on 12 / 14 / 99 04 : 08 : 03 pm  > >  > > to : vince j kaminski / hou / ect @ ect  > > cc :  > > subject : invitation to speak at power 2000  > >  > >  > >  > >  > > hi vince  > >  > > it is my great pleasure to invite you to speak at power 2000 which will be  > > in houston on 9 & 10 may 2000 .  > >  > > would you be interested in chairing one of the streams on day 2 of the  > > conference ? or making a full presentation on one of the days ? please let  me  > > know which talks interest you . obviously , some of the talks are no longer  > > available but i would like to give you a choice as much as possible .  please  > > could you get back to me asap on 212 925 1864 ext 151 or by return email .  > >  > > i very much hope you can make the dates as i ' m very keen to have you  > > participate at power . not to flatter you unnecessarily , but i know that a  > > lot of people come to our conferences to hear what you have to say .  > >  > > best regards  > >  > > emma  > >  > >  > >  > >  > >  >  >  >  >  >  >",0
4544,"Subject: ben zhang : nuts !  i also heard from joe toussaint that ben ' s boss counter - offered with a bump  in salary .  - - - - - - - - - - - - - - - - - - - - - - forwarded by grant masson / hou / ect on 09 / 18 / 2000 09 : 24  am - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" zhang , ben "" on 09 / 18 / 2000 07 : 58 : 58 am  to : grant . masson @ enron . com  cc :  subject : thanks  dear mr . masson :  thank you very much for offering me an opportunity to work in your group .  however because of family reasons , i have to regrettably inform you that i  will not be able to make the move at this time . it has been a great  experience working with you on this process , and i greatly appreciate your  help .  i realized that this would have been a great opportunity for me , and i thank  you very much for everything . i hope you will still consider me for a  position in the future .  sincerely ,  ben",0
4545,"Subject: biliana ' s resume  geynille ,  i understand you are in charge of recruiting at the uofh . i am forwarding to  you the resume  of one of the students of the university of houston .  she is involved with the international organization called aiesec and i was  most  impressed by her organizational skills and professional attitude . i used  to work as a volunteer for this organization many years ago and i am  still helping their local chapter .  as far as i know , she signed up for an interview with enron .  vince kaminski  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 09 / 29 / 2000  02 : 13 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  biliana pehlivanova on 09 / 28 / 2000 06 : 02 : 20 pm  to : vkamins @ enron . com  cc :  subject : biliana ' s resume  mr . kaminski ,  thank you for referring me to your recruitment  representative .  attached is my resume . i would appreciate you letting  me know the name of the hr person whom i can folow up  with .  best regards ,  biliana  = = = = =  = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =  biliana pehlivanova  vice president of incoming exchange  aiesec houston  713 743 - 4927  = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =  do you yahoo ! ?  yahoo ! photos - 35 mm quality prints , now get 15 free !  http : / / photos . yahoo . com /  - biliana ' s resume . doc",0
4546,"Subject: lng meeting  hello all :  the lng meeting that was to be held this morning has been changed to  tomorrow , wednesday , the 17 th at 11 : 00 am in ebl 938 .  thanks !  shirley  3 - 5290",0
4547,"Subject: re : vacation in march , april  stinson ,  no problem .  vince  stinson gibner  02 / 15 / 2001 06 : 41 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : vacation in march , april  vince ,  if possible i would like to take some vacation time in march and april .  specifically the week of hisd spring break , which is march 12 - 16 . also , i  would like to take march 21 - 30 .  please let me know if this is ok .  regards ,  stinson",0
4548,"Subject: resume of a former fx trader  i am forwarding the resume of wendell licon who works for enron  in the hr department ( executive compensation ) . he used to be an  fx trader . i am thinking about moving him to research when his current boss  is ready to release him .  i think , however , that you  should take a look at him as well and see if he fits your needs .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 07 / 11 / 2000  04 : 29 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  wendell licon @ enron  07 / 11 / 2000 04 : 04 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : resume  vince ,  per your request , i ' ve attached a copy of my resume . please let me know if  you have any questions .  regards ,  wendell",0
